sg_uf;nm_municipio;ds_cargo;nr_turno;cd_cargo;pc_secoes_agregadas;pc_secoes_principais;pc_secoes_nao_instalada;pc_secoes_instalada;pc_comparecimento;pc_abstencoes;pc_votos_concorrentes;pc_votos_validos;pc_votos_nominais;pc_votos_legenda;pc_votos_anulados;pc_votos_anulado_subjud;pc_total_votos_nulos;pc_votos_nulos;pc_votos_nulo_tecnico;pc_votos_brancos;pc_vt_anulados_apu_sep;qt_aptos;qt_secoes_principais;qt_secoes_agregadas;qt_total_secoes;qt_comparecimento;qt_abstencoes;qt_votos_nom_validos;qt_votos_brancos;qt_votos_nulos;qt_total_vt_leg_validos;qt_vt_anulados_apu_sep;qt_total_votos_anulados;qt_votos_nulo_tecnico;qt_total_vt_anul_subjud;qt_votos_validos;qt_votos_concorrentes;qt_secao_nao_instalada;qt_elei_secao_nao_instal
AC;ACRELÂNDIA;Presidente;2;1;0,087;0,913;0;1;0,7267;0,2733;0,9793;1;1;0;0;0;0,0133;1;0;0,0074;0;9522;42;4;46;6920;2602;6777;51;92;0;0;0;0;0;6777;6777;0;0
AC;ASSIS BRASIL;Presidente;2;1;0,08;0,92;0;1;0,737;0,263;0,9794;1;1;0;0;0;0,0142;1;0;0,0064;0;6389;23;2;25;4709;1680;4612;30;67;0;0;0;0;0;4612;4612;0;0
AC;BRASILÉIA;Presidente;2;1;0,0779;0,9221;0;1;0,7581;0,2419;0,9823;1;1;0;0;0;0,0105;1;0;0,0072;0;18197;71;6;77;13795;4402;13551;99;145;0;0;0;0;0;13551;13551;0;0
AC;BUJARI;Presidente;2;1;0,0789;0,9211;0;1;0,6882;0,3118;0,9715;1;1;0;0;0;0,0156;1;0;0,0129;0;9948;35;3;38;6846;3102;6651;88;107;0;0;0;0;0;6651;6651;0;0
AC;CAPIXABA;Presidente;2;1;0,2619;0,7381;0;1;0,7083;0,2917;0,9838;1;1;0;0;0;0,0101;1;0;0,0061;0;7836;31;11;42;5550;2286;5460;34;56;0;0;0;0;0;5460;5460;0;0
AC;CRUZEIRO DO SUL;Presidente;2;1;0,0214;0,9786;0;1;0,7226;0,2774;0,9738;1;1;0;0;0;0,0151;1;0;0,0111;0;59210;229;5;234;42788;16422;41669;473;646;0;0;0;0;0;41669;41669;0;0
AC;EPITACIOLÂNDIA;Presidente;2;1;0;1;0;1;0,7492;0,2508;0,9805;1;1;0;0;0;0,0112;1;0;0,0083;0;12514;47;0;47;9376;3138;9193;78;105;0;0;0;0;0;9193;9193;0;0
AC;FEIJÓ;Presidente;2;1;0,0659;0,9341;0;1;0,6138;0,3862;0,9665;1;1;0;0;0;0,0239;1;0;0,0096;0;22749;85;6;91;13964;8785;13496;134;334;0;0;0;0;0;13496;13496;0;0
AC;JORDÃO;Presidente;2;1;0,087;0,913;0;1;0,6265;0,3735;0,9746;1;1;0;0;0;0,0186;1;0;0,0069;0;5590;21;2;23;3502;2088;3413;24;65;0;0;0;0;0;3413;3413;0;0
AC;MANOEL URBANO;Presidente;2;1;0;1;0;1;0,6504;0,3496;0,9761;1;1;0;0;0;0,018;1;0;0,0059;0;7775;27;0;27;5057;2718;4936;30;91;0;0;0;0;0;4936;4936;0;0
AC;MARECHAL THAUMATURGO;Presidente;2;1;0,0455;0,9545;0;1;0,5828;0,4172;0,9745;1;1;0;0;0;0,0184;1;0;0,0071;0;11360;42;2;44;6621;4739;6452;47;122;0;0;0;0;0;6452;6452;0;0
AC;MÂNCIO LIMA;Presidente;2;1;0,0536;0,9464;0;1;0,6701;0,3299;0,9795;1;1;0;0;0;0,0116;1;0;0,0089;0;13771;53;3;56;9228;4543;9039;82;107;0;0;0;0;0;9039;9039;0;0
AC;PLÁCIDO DE CASTRO;Presidente;2;1;0,2206;0,7794;0;1;0,7075;0,2925;0,9771;1;1;0;0;0;0,0134;1;0;0,0096;0;12270;53;15;68;8681;3589;8482;83;116;0;0;0;0;0;8482;8482;0;0
AC;PORTO ACRE;Presidente;2;1;0,0862;0,9138;0;1;0,7497;0,2503;0,9819;1;1;0;0;0;0,0114;1;0;0,0067;0;13179;53;5;58;9880;3299;9701;66;113;0;0;0;0;0;9701;9701;0;0
AC;PORTO WALTER;Presidente;2;1;0,0357;0,9643;0;1;0,5669;0,4331;0,9654;1;1;0;0;0;0,0188;1;0;0,0158;0;7234;27;1;28;4101;3133;3959;65;77;0;0;0;0;0;3959;3959;0;0
AC;RIO BRANCO;Presidente;2;1;0,0421;0,9579;0;1;0,7578;0,2422;0,9693;1;1;0;0;0;0,0173;1;0;0,0135;0;266811;888;39;927;202178;64633;195963;2727;3488;0;0;0;0;0;195963;195963;0;0
AC;RODRIGUES ALVES;Presidente;2;1;0,0204;0,9796;0;1;0,6435;0,3565;0,9842;1;1;0;0;0;0,0091;1;0;0,0067;0;11789;48;1;49;7586;4203;7466;51;69;0;0;0;0;0;7466;7466;0;0
AC;SANTA ROSA DO PURUS;Presidente;2;1;0,1875;0,8125;0;1;0,6432;0,3568;0,9666;1;1;0;0;0;0,0264;1;0;0,007;0;3770;13;3;16;2425;1345;2344;17;64;0;0;0;0;0;2344;2344;0;0
AC;SENA MADUREIRA;Presidente;2;1;0,0179;0,9821;0;1;0,6258;0,3742;0,9795;1;1;0;0;0;0,0125;1;0;0,008;0;30311;110;2;112;18970;11341;18582;151;237;0;0;0;0;0;18582;18582;0;0
AC;SENADOR GUIOMARD;Presidente;2;1;0,2234;0,7766;0;1;0,7396;0,2604;0,975;1;1;0;0;0;0,0128;1;0;0,0122;0;17821;73;21;94;13180;4641;12850;161;169;0;0;0;0;0;12850;12850;0;0
AC;TARAUACÁ;Presidente;2;1;0,1062;0,8938;0;1;0,5915;0,4085;0,9712;1;1;0;0;0;0,0181;1;0;0,0107;0;27623;101;12;113;16339;11284;15869;175;295;0;0;0;0;0;15869;15869;0;0
AC;XAPURI;Presidente;2;1;0,2;0,8;0;1;0,7493;0,2507;0,9765;1;1;0;0;0;0,0173;1;0;0,0062;0;12096;52;13;65;9064;3032;8851;56;157;0;0;0;0;0;8851;8851;0;0
AL;ANADIA;Presidente;2;1;0;1;0;1;0,7003;0,2997;0,9232;1;1;0;0;0;0,0644;1;0;0,0124;0;12660;44;0;44;8866;3794;8185;110;571;0;0;0;0;0;8185;8185;0;0
AL;ARAPIRACA;Presidente;2;1;0,0501;0,9499;0;1;0,8193;0,1807;0,9352;1;1;0;0;0;0,0508;1;0;0,014;0;150976;417;22;439;123698;27278;115683;1726;6289;0;0;0;0;0;115683;115683;0;0
AL;ATALAIA;Presidente;2;1;0;1;0;1;0,7219;0,2781;0,9232;1;1;0;0;0;0,0624;1;0;0,0144;0;31336;104;0;104;22622;8714;20884;326;1412;0;0;0;0;0;20884;20884;0;0
AL;BARRA DE SANTO ANTÔNIO;Presidente;2;1;0,0278;0,9722;0;1;0,7491;0,2509;0,9314;1;1;0;0;0;0,0567;1;0;0,0119;0;12528;35;1;36;9385;3143;8741;112;532;0;0;0;0;0;8741;8741;0;0
AL;BARRA DE SÃO MIGUEL;Presidente;2;1;0,0455;0,9545;0;1;0,8081;0,1919;0,9414;1;1;0;0;0;0,0483;1;0;0,0103;0;7322;21;1;22;5917;1405;5570;61;286;0;0;0;0;0;5570;5570;0;0
AL;BATALHA;Presidente;2;1;0;1;0;1;0,7645;0,2355;0,939;1;1;0;0;0;0,0507;1;0;0,0103;0;13059;35;0;35;9984;3075;9375;103;506;0;0;0;0;0;9375;9375;0;0
AL;BELO MONTE;Presidente;2;1;0;1;0;1;0,7374;0,2626;0,9386;1;1;0;0;0;0,0504;1;0;0,011;0;6025;16;0;16;4443;1582;4170;49;224;0;0;0;0;0;4170;4170;0;0
AL;BELÉM;Presidente;2;1;0,087;0,913;0;1;0,7109;0,2891;0,9302;1;1;0;0;0;0,0571;1;0;0,0127;0;4978;21;2;23;3539;1439;3292;45;202;0;0;0;0;0;3292;3292;0;0
AL;BOCA DA MATA;Presidente;2;1;0;1;0;1;0,7186;0,2814;0,93;1;1;0;0;0;0,0562;1;0;0,0138;0;19576;55;0;55;14067;5509;13083;194;790;0;0;0;0;0;13083;13083;0;0
AL;BRANQUINHA;Presidente;2;1;0;1;0;1;0,6737;0,3263;0,9149;1;1;0;0;0;0,0711;1;0;0,014;0;9105;26;0;26;6134;2971;5612;86;436;0;0;0;0;0;5612;5612;0;0
AL;CACIMBINHAS;Presidente;2;1;0;1;0;1;0,7123;0,2877;0,9285;1;1;0;0;0;0,0633;1;0;0,0081;0;8447;24;0;24;6017;2430;5587;49;381;0;0;0;0;0;5587;5587;0;0
AL;CAJUEIRO;Presidente;2;1;0;1;0;1;0,7006;0,2994;0,923;1;1;0;0;0;0,0642;1;0;0,0129;0;14547;42;0;42;10192;4355;9407;131;654;0;0;0;0;0;9407;9407;0;0
AL;CAMPESTRE;Presidente;2;1;0;1;0;1;0,7175;0,2825;0,9318;1;1;0;0;0;0,0561;1;0;0,0121;0;5660;17;0;17;4061;1599;3784;49;228;0;0;0;0;0;3784;3784;0;0
AL;CAMPO ALEGRE;Presidente;2;1;0;1;0;1;0,7241;0,2759;0,936;1;1;0;0;0;0,0537;1;0;0,0103;0;25818;75;0;75;18694;7124;17498;193;1003;0;0;0;0;0;17498;17498;0;0
AL;CAMPO GRANDE;Presidente;2;1;0;1;0;1;0,7457;0,2543;0,937;1;1;0;0;0;0,0516;1;0;0,0114;0;8938;24;0;24;6665;2273;6245;76;344;0;0;0;0;0;6245;6245;0;0
AL;CANAPI;Presidente;2;1;0;1;0;1;0,6936;0,3064;0,935;1;1;0;0;0;0,0552;1;0;0,0097;0;13628;41;0;41;9452;4176;8838;92;522;0;0;0;0;0;8838;8838;0;0
AL;CAPELA;Presidente;2;1;0;1;0;1;0,7281;0,2719;0,9295;1;1;0;0;0;0,058;1;0;0,0125;0;12931;42;0;42;9415;3516;8751;118;546;0;0;0;0;0;8751;8751;0;0
AL;CARNEIROS;Presidente;2;1;0;1;0;1;0,7289;0,2711;0,9264;1;1;0;0;0;0,0641;1;0;0,0095;0;6957;22;0;22;5071;1886;4698;48;325;0;0;0;0;0;4698;4698;0;0
AL;CHÃ PRETA;Presidente;2;1;0;1;0;1;0,7216;0,2784;0,9306;1;1;0;0;0;0,0612;1;0;0,0082;0;6089;18;0;18;4394;1695;4089;36;269;0;0;0;0;0;4089;4089;0;0
AL;COITÉ DO NÓIA;Presidente;2;1;0;1;0;1;0,7738;0,2262;0,9312;1;1;0;0;0;0,0572;1;0;0,0116;0;8898;26;0;26;6885;2013;6411;80;394;0;0;0;0;0;6411;6411;0;0
AL;COLÔNIA LEOPOLDINA;Presidente;2;1;0;1;0;1;0,697;0,303;0,9327;1;1;0;0;0;0,0571;1;0;0,0102;0;14848;52;0;52;10349;4499;9652;106;591;0;0;0;0;0;9652;9652;0;0
AL;COQUEIRO SECO;Presidente;2;1;0;1;0;1;0,8025;0,1975;0,9237;1;1;0;0;0;0,0599;1;0;0,0164;0;5013;15;0;15;4023;990;3716;66;241;0;0;0;0;0;3716;3716;0;0
AL;CORURIPE;Presidente;2;1;0;1;0;1;0,7361;0,2639;0,9193;1;1;0;0;0;0,0658;1;0;0,015;0;40155;117;0;117;29558;10597;27172;442;1944;0;0;0;0;0;27172;27172;0;0
AL;CRAÍBAS;Presidente;2;1;0;1;0;1;0,8131;0,1869;0,9271;1;1;0;0;0;0,0601;1;0;0,0129;0;19310;52;0;52;15701;3609;14556;202;943;0;0;0;0;0;14556;14556;0;0
AL;DELMIRO GOUVEIA;Presidente;2;1;0,1096;0,8904;0;1;0,7508;0,2492;0,947;1;1;0;0;0;0,0452;1;0;0,0078;0;39011;130;16;146;29291;9720;27738;229;1324;0;0;0;0;0;27738;27738;0;0
AL;DOIS RIACHOS;Presidente;2;1;0;1;0;1;0,7078;0,2922;0,9365;1;1;0;0;0;0,0544;1;0;0,0091;0;9301;27;0;27;6583;2718;6165;60;358;0;0;0;0;0;6165;6165;0;0
AL;ESTRELA DE ALAGOAS;Presidente;2;1;0;1;0;1;0,6912;0,3088;0,9132;1;1;0;0;0;0,0767;1;0;0,0101;0;12001;41;0;41;8295;3706;7575;84;636;0;0;0;0;0;7575;7575;0;0
AL;FEIRA GRANDE;Presidente;2;1;0,0208;0,9792;0;1;0,7978;0,2022;0,9323;1;1;0;0;0;0,0549;1;0;0,0127;0;17899;47;1;48;14279;3620;13313;182;784;0;0;0;0;0;13313;13313;0;0
AL;FELIZ DESERTO;Presidente;2;1;0;1;0;1;0,7042;0,2958;0,9218;1;1;0;0;0;0,0665;1;0;0,0117;0;3523;10;0;10;2481;1042;2287;29;165;0;0;0;0;0;2287;2287;0;0
AL;FLEXEIRAS;Presidente;2;1;0;1;0;1;0,7097;0,2903;0,9155;1;1;0;0;0;0,0726;1;0;0,0119;0;8674;26;0;26;6156;2518;5636;73;447;0;0;0;0;0;5636;5636;0;0
AL;GIRAU DO PONCIANO;Presidente;2;1;0;1;0;1;0,7536;0,2464;0,933;1;1;0;0;0;0,0566;1;0;0,0104;0;27383;72;0;72;20637;6746;19255;214;1168;0;0;0;0;0;19255;19255;0;0
AL;IBATEGUARA;Presidente;2;1;0;1;0;1;0,7331;0,2669;0,9211;1;1;0;0;0;0,0657;1;0;0,0132;0;11370;31;0;31;8335;3035;7677;110;548;0;0;0;0;0;7677;7677;0;0
AL;IGACI;Presidente;2;1;0,038;0,962;0;1;0,7193;0,2807;0,9313;1;1;0;0;0;0,0591;1;0;0,0096;0;20099;76;3;79;14457;5642;13464;139;854;0;0;0;0;0;13464;13464;0;0
AL;IGREJA NOVA;Presidente;2;1;0;1;0;1;0,7629;0,2371;0,9364;1;1;0;0;0;0,0499;1;0;0,0137;0;17551;52;0;52;13390;4161;12538;184;668;0;0;0;0;0;12538;12538;0;0
AL;INHAPI;Presidente;2;1;0;1;0;1;0,7052;0,2948;0,9204;1;1;0;0;0;0,0658;1;0;0,0138;0;13273;41;0;41;9360;3913;8615;129;616;0;0;0;0;0;8615;8615;0;0
AL;JACARÉ DOS HOMENS;Presidente;2;1;0;1;0;1;0,7423;0,2577;0,944;1;1;0;0;0;0,0456;1;0;0,0104;0;4908;14;0;14;3643;1265;3439;38;166;0;0;0;0;0;3439;3439;0;0
AL;JACUÍPE;Presidente;2;1;0;1;0;1;0,7136;0,2864;0,9307;1;1;0;0;0;0,0563;1;0;0,0131;0;5680;16;0;16;4053;1627;3772;53;228;0;0;0;0;0;3772;3772;0;0
AL;JAPARATINGA;Presidente;2;1;0;1;0;1;0,7559;0,2441;0,9352;1;1;0;0;0;0,0508;1;0;0,014;0;7166;21;0;21;5417;1749;5066;76;275;0;0;0;0;0;5066;5066;0;0
AL;JARAMATAIA;Presidente;2;1;0;1;0;1;0,767;0,233;0,9327;1;1;0;0;0;0,0587;1;0;0,0086;0;4979;16;0;16;3819;1160;3562;33;224;0;0;0;0;0;3562;3562;0;0
AL;JEQUIÁ DA PRAIA;Presidente;2;1;0,087;0,913;0;1;0,7614;0,2386;0,9405;1;1;0;0;0;0,0503;1;0;0,0093;0;7941;21;2;23;6046;1895;5686;56;304;0;0;0;0;0;5686;5686;0;0
AL;JOAQUIM GOMES;Presidente;2;1;0;1;0;1;0,7191;0,2809;0,9234;1;1;0;0;0;0,0648;1;0;0,0119;0;14317;54;0;54;10295;4022;9506;122;667;0;0;0;0;0;9506;9506;0;0
AL;JUNDIÁ;Presidente;2;1;0;1;0;1;0,6658;0,3342;0,9294;1;1;0;0;0;0,0585;1;0;0,0121;0;4470;13;0;13;2976;1494;2766;36;174;0;0;0;0;0;2766;2766;0;0
AL;JUNQUEIRO;Presidente;2;1;0,1867;0,8133;0;1;0,7434;0,2566;0,9324;1;1;0;0;0;0,0522;1;0;0,0155;0;19809;61;14;75;14726;5083;13730;228;768;0;0;0;0;0;13730;13730;0;0
AL;LAGOA DA CANOA;Presidente;2;1;0;1;0;1;0,8002;0,1998;0,9338;1;1;0;0;0;0,0539;1;0;0,0123;0;15094;41;0;41;12078;3016;11278;149;651;0;0;0;0;0;11278;11278;0;0
AL;LIMOEIRO DE ANADIA;Presidente;2;1;0,0169;0,9831;0;1;0,7761;0,2239;0,9348;1;1;0;0;0;0,0541;1;0;0,0111;0;19048;58;1;59;14783;4265;13819;164;800;0;0;0;0;0;13819;13819;0;0
AL;MACEIÓ;Presidente;2;1;0,0397;0,9603;0;1;0,8151;0,1849;0,933;1;1;0;0;0;0,0522;1;0;0,0148;0;629130;1598;66;1664;512794;116336;478436;7588;26770;0;0;0;0;0;478436;478436;0;0
AL;MAJOR ISIDORO;Presidente;2;1;0,0465;0,9535;0;1;0,7376;0,2624;0,9311;1;1;0;0;0;0,0576;1;0;0,0114;0;15242;41;2;43;11242;4000;10467;128;647;0;0;0;0;0;10467;10467;0;0
AL;MAR VERMELHO;Presidente;2;1;0;1;0;1;0,7876;0,2124;0,9418;1;1;0;0;0;0,0517;1;0;0,0065;0;3536;10;0;10;2785;751;2623;18;144;0;0;0;0;0;2623;2623;0;0
AL;MARAGOGI;Presidente;2;1;0,0455;0,9545;0;1;0,7755;0,2245;0,9379;1;1;0;0;0;0,0488;1;0;0,0133;0;22512;63;3;66;17459;5053;16375;232;852;0;0;0;0;0;16375;16375;0;0
AL;MARAVILHA;Presidente;2;1;0;1;0;1;0,7176;0,2824;0,9338;1;1;0;0;0;0,0538;1;0;0,0123;0;8130;26;0;26;5834;2296;5448;72;314;0;0;0;0;0;5448;5448;0;0
AL;MARECHAL DEODORO;Presidente;2;1;0;1;0;1;0,781;0,219;0,9333;1;1;0;0;0;0,0547;1;0;0,012;0;40919;116;0;116;31959;8960;29827;383;1749;0;0;0;0;0;29827;29827;0;0
AL;MARIBONDO;Presidente;2;1;0;1;0;1;0,7513;0,2487;0,927;1;1;0;0;0;0,0608;1;0;0,0122;0;10331;35;0;35;7762;2569;7195;95;472;0;0;0;0;0;7195;7195;0;0
AL;MATA GRANDE;Presidente;2;1;0,0364;0,9636;0;1;0,6823;0,3177;0,9293;1;1;0;0;0;0,06;1;0;0,0107;0;17707;53;2;55;12081;5626;11227;129;725;0;0;0;0;0;11227;11227;0;0
AL;MATRIZ DE CAMARAGIBE;Presidente;2;1;0;1;0;1;0,7233;0,2767;0,9284;1;1;0;0;0;0,0567;1;0;0,0149;0;18494;53;0;53;13376;5118;12418;199;759;0;0;0;0;0;12418;12418;0;0
AL;MESSIAS;Presidente;2;1;0,0278;0,9722;0;1;0,7483;0,2517;0,9315;1;1;0;0;0;0,0545;1;0;0,014;0;13597;35;1;36;10175;3422;9478;142;555;0;0;0;0;0;9478;9478;0;0
AL;MINADOR DO NEGRÃO;Presidente;2;1;0;1;0;1;0,7459;0,2541;0,921;1;1;0;0;0;0,0697;1;0;0,0093;0;4904;18;0;18;3658;1246;3369;34;255;0;0;0;0;0;3369;3369;0;0
AL;MONTEIRÓPOLIS;Presidente;2;1;0;1;0;1;0,7157;0,2843;0,9324;1;1;0;0;0;0,0545;1;0;0,0131;0;5973;19;0;19;4275;1698;3986;56;233;0;0;0;0;0;3986;3986;0;0
AL;MURICI;Presidente;2;1;0;1;0;1;0,7158;0,2842;0,907;1;1;0;0;0;0,0756;1;0;0,0174;0;20069;62;0;62;14365;5704;13029;250;1086;0;0;0;0;0;13029;13029;0;0
AL;NOVO LINO;Presidente;2;1;0;1;0;1;0,6658;0,3342;0,9349;1;1;0;0;0;0,0531;1;0;0,012;0;9852;29;0;29;6559;3293;6132;79;348;0;0;0;0;0;6132;6132;0;0
AL;OLHO D'ÁGUA DAS FLORES;Presidente;2;1;0;1;0;1;0,7423;0,2577;0,9378;1;1;0;0;0;0,0526;1;0;0,0096;0;16000;46;0;46;11877;4123;11138;114;625;0;0;0;0;0;11138;11138;0;0
AL;OLHO D'ÁGUA DO CASADO;Presidente;2;1;0;1;0;1;0,7404;0,2596;0,9343;1;1;0;0;0;0,059;1;0;0,0067;0;7445;20;0;20;5512;1933;5150;37;325;0;0;0;0;0;5150;5150;0;0
AL;OLHO D'ÁGUA GRANDE;Presidente;2;1;0;1;0;1;0,703;0,297;0,9416;1;1;0;0;0;0,0469;1;0;0,0115;0;4825;13;0;13;3392;1433;3194;39;159;0;0;0;0;0;3194;3194;0;0
AL;OLIVENÇA;Presidente;2;1;0,0882;0,9118;0;1;0,7503;0,2497;0,9345;1;1;0;0;0;0,0572;1;0;0,0083;0;9626;31;3;34;7222;2404;6749;60;413;0;0;0;0;0;6749;6749;0;0
AL;OURO BRANCO;Presidente;2;1;0;1;0;1;0,7821;0,2179;0,9431;1;1;0;0;0;0,0472;1;0;0,0097;0;9231;25;0;25;7220;2011;6809;70;341;0;0;0;0;0;6809;6809;0;0
AL;PALESTINA;Presidente;2;1;0;1;0;1;0,6731;0,3269;0,9448;1;1;0;0;0;0,0442;1;0;0,011;0;4736;13;0;13;3188;1548;3012;35;141;0;0;0;0;0;3012;3012;0;0
AL;PALMEIRA DOS ÍNDIOS;Presidente;2;1;0;1;0;1;0,7631;0,2369;0,9302;1;1;0;0;0;0,0578;1;0;0,012;0;52597;166;0;166;40138;12459;37337;483;2318;0;0;0;0;0;37337;37337;0;0
AL;PARICONHA;Presidente;2;1;0,0385;0,9615;0;1;0,7393;0,2607;0,9451;1;1;0;0;0;0,0486;1;0;0,0063;0;9064;25;1;26;6701;2363;6333;42;326;0;0;0;0;0;6333;6333;0;0
AL;PARIPUEIRA;Presidente;2;1;0;1;0;1;0,7686;0,2314;0,9326;1;1;0;0;0;0,0541;1;0;0,0133;0;11062;29;0;29;8502;2560;7929;113;460;0;0;0;0;0;7929;7929;0;0
AL;PASSO DE CAMARAGIBE;Presidente;2;1;0;1;0;1;0,75;0,25;0,9406;1;1;0;0;0;0,0458;1;0;0,0137;0;11914;38;0;38;8935;2979;8404;122;409;0;0;0;0;0;8404;8404;0;0
AL;PAULO JACINTO;Presidente;2;1;0;1;0;1;0,7449;0,2551;0,9246;1;1;0;0;0;0,0627;1;0;0,0127;0;6252;21;0;21;4657;1595;4306;59;292;0;0;0;0;0;4306;4306;0;0
AL;PENEDO;Presidente;2;1;0,0147;0,9853;0;1;0,734;0,266;0,9417;1;1;0;0;0;0,0454;1;0;0,013;0;42055;134;2;136;30868;11187;29067;400;1401;0;0;0;0;0;29067;29067;0;0
AL;PIAÇABUÇU;Presidente;2;1;0;1;0;1;0,7143;0,2857;0,9444;1;1;0;0;0;0,0439;1;0;0,0117;0;13554;44;0;44;9682;3872;9144;113;425;0;0;0;0;0;9144;9144;0;0
AL;PILAR;Presidente;2;1;0,0128;0,9872;0;1;0,7807;0,2193;0,9289;1;1;0;0;0;0,0564;1;0;0,0147;0;27254;77;1;78;21277;5977;19765;313;1199;0;0;0;0;0;19765;19765;0;0
AL;PINDOBA;Presidente;2;1;0;1;0;1;0,7524;0,2476;0,922;1;1;0;0;0;0,0701;1;0;0,008;0;2674;8;0;8;2012;662;1855;16;141;0;0;0;0;0;1855;1855;0;0
AL;PIRANHAS;Presidente;2;1;0,0727;0,9273;0;1;0,742;0,258;0,9373;1;1;0;0;0;0,0556;1;0;0,0071;0;18871;51;4;55;14002;4869;13124;100;778;0;0;0;0;0;13124;13124;0;0
AL;PORTO CALVO;Presidente;2;1;0,0441;0,9559;0;1;0,7119;0,2881;0,9334;1;1;0;0;0;0,0527;1;0;0,0139;0;20910;65;3;68;14885;6025;13893;207;785;0;0;0;0;0;13893;13893;0;0
AL;PORTO DE PEDRAS;Presidente;2;1;0;1;0;1;0,7445;0,2555;0,9453;1;1;0;0;0;0,0446;1;0;0,0101;0;7050;20;0;20;5249;1801;4962;53;234;0;0;0;0;0;4962;4962;0;0
AL;PORTO REAL DO COLÉGIO;Presidente;2;1;0,0208;0,9792;0;1;0,7602;0,2398;0,9473;1;1;0;0;0;0,0407;1;0;0,012;0;16131;47;1;48;12262;3869;11616;147;499;0;0;0;0;0;11616;11616;0;0
AL;POÇO DAS TRINCHEIRAS;Presidente;2;1;0;1;0;1;0,7496;0,2504;0,9342;1;1;0;0;0;0,0547;1;0;0,0111;0;10466;31;0;31;7845;2621;7329;87;429;0;0;0;0;0;7329;7329;0;0
AL;PÃO DE AÇÚCAR;Presidente;2;1;0,125;0,875;0;1;0,7145;0,2855;0,9431;1;1;0;0;0;0,045;1;0;0,0119;0;18731;56;8;64;13383;5348;12622;159;602;0;0;0;0;0;12622;12622;0;0
AL;QUEBRANGULO;Presidente;2;1;0;1;0;1;0,7312;0,2688;0,9419;1;1;0;0;0;0,0499;1;0;0,0082;0;10028;30;0;30;7332;2696;6906;60;366;0;0;0;0;0;6906;6906;0;0
AL;RIO LARGO;Presidente;2;1;0,0363;0,9637;0;1;0,7965;0,2035;0,9324;1;1;0;0;0;0,0506;1;0;0,0169;0;62222;186;7;193;49558;12664;46210;839;2509;0;0;0;0;0;46210;46210;0;0
AL;ROTEIRO;Presidente;2;1;0,0625;0,9375;0;1;0,7274;0,2726;0,9163;1;1;0;0;0;0,0676;1;0;0,016;0;5569;15;1;16;4051;1518;3712;65;274;0;0;0;0;0;3712;3712;0;0
AL;SANTA LUZIA DO NORTE;Presidente;2;1;0,0588;0,9412;0;1;0,8126;0,1874;0,9319;1;1;0;0;0;0,0542;1;0;0,0139;0;6090;16;1;17;4949;1141;4612;69;268;0;0;0;0;0;4612;4612;0;0
AL;SANTANA DO IPANEMA;Presidente;2;1;0;1;0;1;0,7741;0,2259;0,9308;1;1;0;0;0;0,0577;1;0;0,0115;0;32037;100;0;100;24799;7238;23084;284;1431;0;0;0;0;0;23084;23084;0;0
AL;SANTANA DO MUNDAÚ;Presidente;2;1;0;1;0;1;0,7496;0,2504;0,9315;1;1;0;0;0;0,0572;1;0;0,0113;0;8996;28;0;28;6743;2253;6281;76;386;0;0;0;0;0;6281;6281;0;0
AL;SATUBA;Presidente;2;1;0;1;0;1;0,8175;0,1825;0,9421;1;1;0;0;0;0,0456;1;0;0,0122;0;12489;35;0;35;10210;2279;9619;125;466;0;0;0;0;0;9619;9619;0;0
AL;SENADOR RUI PALMEIRA;Presidente;2;1;0;1;0;1;0,7291;0,2709;0,927;1;1;0;0;0;0,0631;1;0;0,0099;0;9296;28;0;28;6778;2518;6283;67;428;0;0;0;0;0;6283;6283;0;0
AL;SÃO BRÁS;Presidente;2;1;0,1429;0,8571;0;1;0,7306;0,2694;0,9616;1;1;0;0;0;0,0252;1;0;0,0131;0;6674;18;3;21;4876;1798;4689;64;123;0;0;0;0;0;4689;4689;0;0
AL;SÃO JOSÉ DA LAJE;Presidente;2;1;0;1;0;1;0,7344;0,2656;0,9305;1;1;0;0;0;0,0576;1;0;0,0119;0;17350;48;0;48;12741;4609;11855;152;734;0;0;0;0;0;11855;11855;0;0
AL;SÃO JOSÉ DA TAPERA;Presidente;2;1;0,0172;0,9828;0;1;0,7156;0,2844;0,9147;1;1;0;0;0;0,0706;1;0;0,0147;0;21621;57;1;58;15472;6149;14152;227;1093;0;0;0;0;0;14152;14152;0;0
AL;SÃO LUÍS DO QUITUNDE;Presidente;2;1;0,0143;0,9857;0;1;0,7115;0,2885;0,9319;1;1;0;0;0;0,0538;1;0;0,0143;0;23464;69;1;70;16695;6769;15558;239;898;0;0;0;0;0;15558;15558;0;0
AL;SÃO MIGUEL DOS CAMPOS;Presidente;2;1;0;1;0;1;0,7662;0,2338;0,9333;1;1;0;0;0;0,0547;1;0;0,0119;0;42474;135;0;135;32542;9932;30373;388;1781;0;0;0;0;0;30373;30373;0;0
AL;SÃO MIGUEL DOS MILAGRES;Presidente;2;1;0;1;0;1;0,736;0,264;0,9399;1;1;0;0;0;0,0469;1;0;0,0133;0;7365;20;0;20;5421;1944;5095;72;254;0;0;0;0;0;5095;5095;0;0
