sg_uf;nm_municipio;ds_cargo;nr_turno;cd_cargo;pc_secoes_agregadas;pc_secoes_principais;pc_secoes_nao_instalada;pc_secoes_instalada;pc_comparecimento;pc_abstencoes;pc_votos_concorrentes;pc_votos_validos;pc_votos_nominais;pc_votos_legenda;pc_votos_anulados;pc_votos_anulado_subjud;pc_total_votos_nulos;pc_votos_nulos;pc_votos_nulo_tecnico;pc_votos_brancos;pc_vt_anulados_apu_sep;qt_aptos;qt_secoes_principais;qt_secoes_agregadas;qt_total_secoes;qt_comparecimento;qt_abstencoes;qt_votos_nom_validos;qt_votos_brancos;qt_votos_nulos;qt_total_vt_leg_validos;qt_vt_anulados_apu_sep;qt_total_votos_anulados;qt_votos_nulo_tecnico;qt_total_vt_anul_subjud;qt_votos_validos;qt_votos_concorrentes;qt_secao_nao_instalada;qt_elei_secao_nao_instal
BA;MARAÚ;Presidente;2;1;0,1053;0,8947;0;1;0,727;0,273;0,9379;1;1;0;0;0;0,0482;1;0;0,014;0;15251;51;6;57;11087;4164;10398;155;534;0;0;0;0;0;10398;10398;0;0
BA;MARCIONÍLIO SOUZA;Presidente;2;1;0,0938;0,9063;0;1;0,7281;0,2719;0,9493;1;1;0;0;0;0,0401;1;0;0,0106;0;7881;29;3;32;5738;2143;5447;61;230;0;0;0;0;0;5447;5447;0;0
BA;MASCOTE;Presidente;2;1;0,119;0,881;0;1;0,6819;0,3181;0,9491;1;1;0;0;0;0,04;1;0;0,0109;0;10001;37;5;42;6820;3181;6473;74;273;0;0;0;0;0;6473;6473;0;0
BA;MATA DE SÃO JOÃO;Presidente;2;1;0,0085;0,9915;0;1;0,7794;0,2206;0,9349;1;1;0;0;0;0,0471;1;0;0,018;0;42121;117;1;118;32831;9290;30695;590;1546;0;0;0;0;0;30695;30695;0;0
BA;MATINA;Presidente;2;1;0;1;0;1;0,8059;0,1941;0,9498;1;1;0;0;0;0,0421;1;0;0,0081;0;9669;29;0;29;7792;1877;7401;63;328;0;0;0;0;0;7401;7401;0;0
BA;MEDEIROS NETO;Presidente;2;1;0,2099;0,7901;0;1;0,755;0,245;0,9505;1;1;0;0;0;0,0399;1;0;0,0096;0;19375;64;17;81;14629;4746;13905;140;584;0;0;0;0;0;13905;13905;0;0
BA;MIGUEL CALMON;Presidente;2;1;0,038;0,962;0;1;0,732;0,268;0,9413;1;1;0;0;0;0,0495;1;0;0,0092;0;21939;76;3;79;16059;5880;15116;148;795;0;0;0;0;0;15116;15116;0;0
BA;MILAGRES;Presidente;2;1;0;1;0;1;0,7643;0,2357;0,9484;1;1;0;0;0;0,0443;1;0;0,0073;0;9278;35;0;35;7091;2187;6725;52;314;0;0;0;0;0;6725;6725;0;0
BA;MIRANGABA;Presidente;2;1;0,1923;0,8077;0;1;0,8112;0,1888;0,9485;1;1;0;0;0;0,0405;1;0;0,0109;0;11835;42;10;52;9600;2235;9106;105;389;0;0;0;0;0;9106;9106;0;0
BA;MIRANTE;Presidente;2;1;0,037;0,963;0;1;0,7426;0,2574;0,952;1;1;0;0;0;0,0358;1;0;0,0122;0;8248;26;1;27;6125;2123;5831;75;219;0;0;0;0;0;5831;5831;0;0
BA;MONTE SANTO;Presidente;2;1;0,103;0,897;0;1;0,7321;0,2679;0,9559;1;1;0;0;0;0,035;1;0;0,0091;0;44717;148;17;165;32739;11978;31295;299;1145;0;0;0;0;0;31295;31295;0;0
BA;MORPARÁ;Presidente;2;1;0,1944;0,8056;0;1;0,755;0,245;0,9612;1;1;0;0;0;0,0304;1;0;0,0084;0;7848;29;7;36;5925;1923;5695;50;180;0;0;0;0;0;5695;5695;0;0
BA;MORRO DO CHAPÉU;Presidente;2;1;0,2162;0,7838;0;1;0,7795;0,2205;0,9458;1;1;0;0;0;0,0416;1;0;0,0126;0;26172;87;24;111;20402;5770;19296;258;848;0;0;0;0;0;19296;19296;0;0
BA;MORTUGABA;Presidente;2;1;0;1;0;1;0,736;0,264;0,9462;1;1;0;0;0;0,0434;1;0;0,0103;0;9725;32;0;32;7158;2567;6773;74;311;0;0;0;0;0;6773;6773;0;0
BA;MUCUGÊ;Presidente;2;1;0,0526;0,9474;0;1;0,8187;0,1813;0,9339;1;1;0;0;0;0,0534;1;0;0,0126;0;9690;36;2;38;7933;1757;7409;100;424;0;0;0;0;0;7409;7409;0;0
BA;MUCURI;Presidente;2;1;0,06;0,94;0;1;0,6977;0,3023;0,9541;1;1;0;0;0;0,0336;1;0;0,0123;0;30447;94;6;100;21242;9205;20267;262;713;0;0;0;0;0;20267;20267;0;0
BA;MULUNGU DO MORRO;Presidente;2;1;0,0476;0,9524;0;1;0,7697;0,2303;0,9565;1;1;0;0;0;0,0315;1;0;0,012;0;11144;40;2;42;8577;2567;8204;103;270;0;0;0;0;0;8204;8204;0;0
BA;MUNDO NOVO;Presidente;2;1;0,0656;0,9344;0;1;0,7288;0,2712;0,9325;1;1;0;0;0;0,0576;1;0;0,0099;0;16050;57;4;61;11697;4353;10907;116;674;0;0;0;0;0;10907;10907;0;0
BA;MUNIZ FERREIRA;Presidente;2;1;0,0645;0,9355;0;1;0,8523;0,1477;0,9494;1;1;0;0;0;0,0391;1;0;0,0115;0;7645;29;2;31;6516;1129;6186;75;255;0;0;0;0;0;6186;6186;0;0
BA;MUQUÉM DO SÃO FRANCISCO;Presidente;2;1;0,0882;0,9118;0;1;0,7552;0,2448;0,9687;1;1;0;0;0;0,0232;1;0;0,0081;0;9702;31;3;34;7327;2375;7098;59;170;0;0;0;0;0;7098;7098;0;0
BA;MURITIBA;Presidente;2;1;0,0145;0,9855;0;1;0,7905;0,2095;0,9386;1;1;0;0;0;0,0448;1;0;0,0166;0;23026;68;1;69;18203;4823;17086;302;815;0;0;0;0;0;17086;17086;0;0
BA;MUTUÍPE;Presidente;2;1;0;1;0;1;0,7585;0,2415;0,9211;1;1;0;0;0;0,0604;1;0;0,0185;0;18976;55;0;55;14393;4583;13258;266;869;0;0;0;0;0;13258;13258;0;0
BA;NAZARÉ;Presidente;2;1;0,075;0,925;0;1;0,7992;0,2008;0,9448;1;1;0;0;0;0,0407;1;0;0,0145;0;22435;74;6;80;17931;4504;16942;260;729;0;0;0;0;0;16942;16942;0;0
BA;NILO PEÇANHA;Presidente;2;1;0,0333;0,9667;0;1;0,773;0,227;0,9242;1;1;0;0;0;0,0599;1;0;0,0159;0;9746;29;1;30;7534;2212;6963;120;451;0;0;0;0;0;6963;6963;0;0
BA;NORDESTINA;Presidente;2;1;0;1;0;1;0,7381;0,2619;0,945;1;1;0;0;0;0,0445;1;0;0,0105;0;10806;37;0;37;7976;2830;7537;84;355;0;0;0;0;0;7537;7537;0;0
BA;NOVA CANAÃ;Presidente;2;1;0,0217;0,9783;0;1;0,7208;0,2792;0,9485;1;1;0;0;0;0,0424;1;0;0,0091;0;13194;45;1;46;9510;3684;9020;87;403;0;0;0;0;0;9020;9020;0;0
BA;NOVA FÁTIMA;Presidente;2;1;0,0909;0,9091;0;1;0,7893;0,2107;0,941;1;1;0;0;0;0,0419;1;0;0,0172;0;7749;30;3;33;6116;1633;5755;105;256;0;0;0;0;0;5755;5755;0;0
BA;NOVA IBIÁ;Presidente;2;1;0,05;0,95;0;1;0,7309;0,2691;0,9435;1;1;0;0;0;0,0396;1;0;0,0169;0;5497;19;1;20;4018;1479;3791;68;159;0;0;0;0;0;3791;3791;0;0
BA;NOVA ITARANA;Presidente;2;1;0;1;0;1;0,7722;0,2278;0,9469;1;1;0;0;0;0,039;1;0;0,0142;0;6580;23;0;23;5081;1499;4811;72;198;0;0;0;0;0;4811;4811;0;0
BA;NOVA REDENÇÃO;Presidente;2;1;0,1667;0,8333;0;1;0,7636;0,2364;0,9551;1;1;0;0;0;0,0348;1;0;0,01;0;6539;20;4;24;4993;1546;4769;50;174;0;0;0;0;0;4769;4769;0;0
BA;NOVA SOURE;Presidente;2;1;0,1139;0,8861;0;1;0,7458;0,2542;0,9519;1;1;0;0;0;0,0368;1;0;0,0113;0;21649;70;9;79;16146;5503;15370;182;594;0;0;0;0;0;15370;15370;0;0
BA;NOVA VIÇOSA;Presidente;2;1;0,0374;0,9626;0;1;0,7205;0,2795;0,9517;1;1;0;0;0;0,0376;1;0;0,0107;0;32288;103;4;107;23265;9023;22142;249;874;0;0;0;0;0;22142;22142;0;0
BA;NOVO HORIZONTE;Presidente;2;1;0,05;0,95;0;1;0,8449;0,1551;0,9581;1;1;0;0;0;0,0287;1;0;0,0132;0;8903;38;2;40;7522;1381;7207;99;216;0;0;0;0;0;7207;7207;0;0
BA;NOVO TRIUNFO;Presidente;2;1;0;1;0;1;0,7155;0,2845;0,9428;1;1;0;0;0;0,0478;1;0;0,0095;0;8692;25;0;25;6219;2473;5863;59;297;0;0;0;0;0;5863;5863;0;0
BA;OLINDINA;Presidente;2;1;0,0423;0,9577;0;1;0,7145;0,2855;0,9569;1;1;0;0;0;0,0321;1;0;0,011;0;20993;68;3;71;15000;5993;14353;165;482;0;0;0;0;0;14353;14353;0;0
BA;OLIVEIRA DOS BREJINHOS;Presidente;2;1;0,0411;0,9589;0;1;0,7721;0,2279;0,9591;1;1;0;0;0;0,0297;1;0;0,0112;0;17082;70;3;73;13189;3893;12649;148;392;0;0;0;0;0;12649;12649;0;0
BA;OURIÇANGAS;Presidente;2;1;0;1;0;1;0,7464;0,2536;0,9317;1;1;0;0;0;0,0553;1;0;0,013;0;7240;26;0;26;5404;1836;5035;70;299;0;0;0;0;0;5035;5035;0;0
BA;OUROLÂNDIA;Presidente;2;1;0;1;0;1;0,8184;0,1816;0,9522;1;1;0;0;0;0,0378;1;0;0,01;0;13351;44;0;44;10927;2424;10405;109;413;0;0;0;0;0;10405;10405;0;0
BA;PALMAS DE MONTE ALTO;Presidente;2;1;0,0145;0,9855;0;1;0,8045;0,1955;0,9568;1;1;0;0;0;0,0337;1;0;0,0095;0;17482;68;1;69;14064;3418;13456;134;474;0;0;0;0;0;13456;13456;0;0
BA;PALMEIRAS;Presidente;2;1;0;1;0;1;0,8252;0,1748;0,9609;1;1;0;0;0;0,0304;1;0;0,0087;0;7693;24;0;24;6348;1345;6100;55;193;0;0;0;0;0;6100;6100;0;0
BA;PARAMIRIM;Presidente;2;1;0,1159;0,8841;0;1;0,7803;0,2197;0,9552;1;1;0;0;0;0,0311;1;0;0,0137;0;17318;61;8;69;13514;3804;12909;185;420;0;0;0;0;0;12909;12909;0;0
BA;PARATINGA;Presidente;2;1;0,0952;0,9048;0;1;0,7694;0,2306;0,9641;1;1;0;0;0;0,0278;1;0;0,0081;0;24475;76;8;84;18830;5645;18154;152;524;0;0;0;0;0;18154;18154;0;0
BA;PARIPIRANGA;Presidente;2;1;0,1839;0,8161;0;1;0,8173;0,1827;0,9538;1;1;0;0;0;0,0332;1;0;0,013;0;22801;71;16;87;18635;4166;17774;242;619;0;0;0;0;0;17774;17774;0;0
BA;PAU BRASIL;Presidente;2;1;0,2895;0,7105;0;1;0,7436;0,2564;0,9483;1;1;0;0;0;0,0442;1;0;0,0075;0;7906;27;11;38;5879;2027;5575;44;260;0;0;0;0;0;5575;5575;0;0
BA;PAULO AFONSO;Presidente;2;1;0,0655;0,9345;0;1;0,7484;0,2516;0,9621;1;1;0;0;0;0,0279;1;0;0,0099;0;87461;257;18;275;65454;22007;62975;651;1828;0;0;0;0;0;62975;62975;0;0
BA;PEDRO ALEXANDRE;Presidente;2;1;0,0811;0,9189;0;1;0,7417;0,2583;0,9463;1;1;0;0;0;0,0444;1;0;0,0093;0;10396;34;3;37;7711;2685;7297;72;342;0;0;0;0;0;7297;7297;0;0
BA;PEDRÃO;Presidente;2;1;0,05;0,95;0;1;0,7758;0,2242;0,9568;1;1;0;0;0;0,0322;1;0;0,011;0;6560;19;1;20;5089;1471;4869;56;164;0;0;0;0;0;4869;4869;0;0
BA;PIATÃ;Presidente;2;1;0,1125;0,8875;0;1;0,7484;0,2516;0,9226;1;1;0;0;0;0,0605;1;0;0,017;0;17410;71;9;80;13029;4381;12020;221;788;0;0;0;0;0;12020;12020;0;0
BA;PILÃO ARCADO;Presidente;2;1;0,1102;0,8898;0;1;0,7511;0,2489;0,9587;1;1;0;0;0;0,0318;1;0;0,0095;0;28213;113;14;127;21190;7023;20315;201;674;0;0;0;0;0;20315;20315;0;0
BA;PINDAÍ;Presidente;2;1;0;1;0;1;0,8199;0,1801;0,9503;1;1;0;0;0;0,0378;1;0;0,0119;0;12905;41;0;41;10581;2324;10055;126;400;0;0;0;0;0;10055;10055;0;0
BA;PINDOBAÇU;Presidente;2;1;0,1429;0,8571;0;1;0,7853;0,2147;0,9518;1;1;0;0;0;0,0332;1;0;0,015;0;15800;54;9;63;12407;3393;11809;186;412;0;0;0;0;0;11809;11809;0;0
BA;PINTADAS;Presidente;2;1;0,1944;0,8056;0;1;0,7808;0,2192;0,9365;1;1;0;0;0;0,0487;1;0;0,0148;0;8550;29;7;36;6676;1874;6252;99;325;0;0;0;0;0;6252;6252;0;0
BA;PIRAÍ DO NORTE;Presidente;2;1;0,1923;0,8077;0;1;0,7815;0,2185;0,9376;1;1;0;0;0;0,0506;1;0;0,0117;0;6874;21;5;26;5372;1502;5037;63;272;0;0;0;0;0;5037;5037;0;0
BA;PIRIPÁ;Presidente;2;1;0;1;0;1;0,6747;0,3253;0,9382;1;1;0;0;0;0,0485;1;0;0,0133;0;9599;27;0;27;6476;3123;6076;86;314;0;0;0;0;0;6076;6076;0;0
BA;PIRITIBA;Presidente;2;1;0,098;0,902;0;1;0,7567;0,2433;0,938;1;1;0;0;0;0,0523;1;0;0,0097;0;14729;46;5;51;11146;3583;10455;108;583;0;0;0;0;0;10455;10455;0;0
BA;PLANALTINO;Presidente;2;1;0,1071;0,8929;0;1;0,7719;0,2281;0,9462;1;1;0;0;0;0,0404;1;0;0,0134;0;6954;25;3;28;5368;1586;5079;72;217;0;0;0;0;0;5079;5079;0;0
BA;PLANALTO;Presidente;2;1;0,1358;0,8642;0;1;0,7904;0,2096;0,934;1;1;0;0;0;0,0514;1;0;0,0145;0;19968;70;11;81;15783;4185;14742;229;812;0;0;0;0;0;14742;14742;0;0
BA;POJUCA;Presidente;2;1;0;1;0;1;0,8135;0,1865;0,9212;1;1;0;0;0;0,0551;1;0;0,0237;0;28086;84;0;84;22849;5237;21049;541;1259;0;0;0;0;0;21049;21049;0;0
BA;PONTO NOVO;Presidente;2;1;0;1;0;1;0,7201;0,2799;0,9464;1;1;0;0;0;0,0417;1;0;0,012;0;14703;42;0;42;10588;4115;10020;127;441;0;0;0;0;0;10020;10020;0;0
BA;PORTO SEGURO;Presidente;2;1;0,0171;0,9829;0;1;0,7813;0,2187;0,9502;1;1;0;0;0;0,0373;1;0;0,0125;0;105466;287;5;292;82405;23061;78301;1027;3077;0;0;0;0;0;78301;78301;0;0
BA;POTIRAGUÁ;Presidente;2;1;0,0323;0,9677;0;1;0,6519;0,3481;0,9511;1;1;0;0;0;0,0379;1;0;0,011;0;9195;30;1;31;5994;3201;5701;66;227;0;0;0;0;0;5701;5701;0;0
BA;POÇÕES;Presidente;2;1;0,0246;0,9754;0;1;0,7372;0,2628;0,949;1;1;0;0;0;0,0388;1;0;0,0122;0;38900;119;3;122;28677;10223;27215;349;1113;0;0;0;0;0;27215;27215;0;0
BA;PRADO;Presidente;2;1;0,039;0,961;0;1;0,7238;0,2762;0,9535;1;1;0;0;0;0,0351;1;0;0,0114;0;24598;74;3;77;17803;6795;16975;203;625;0;0;0;0;0;16975;16975;0;0
BA;PRESIDENTE DUTRA;Presidente;2;1;0,1224;0,8776;0;1;0,867;0,133;0,9722;1;1;0;0;0;0,0212;1;0;0,0067;0;11271;43;6;49;9772;1499;9500;65;207;0;0;0;0;0;9500;9500;0;0
BA;PRESIDENTE JÂNIO QUADROS;Presidente;2;1;0,0556;0,9444;0;1;0,664;0,336;0,9536;1;1;0;0;0;0,0368;1;0;0,0096;0;11917;34;2;36;7913;4004;7546;76;291;0;0;0;0;0;7546;7546;0;0
BA;PRESIDENTE TANCREDO NEVES;Presidente;2;1;0,0303;0,9697;0;1;0,7827;0,2173;0,9337;1;1;0;0;0;0,0502;1;0;0,0161;0;22044;64;2;66;17254;4790;16110;277;867;0;0;0;0;0;16110;16110;0;0
BA;PÉ DE SERRA;Presidente;2;1;0,1111;0,8889;0;1;0,7971;0,2029;0,9427;1;1;0;0;0;0,042;1;0;0,0154;0;12080;40;5;45;9629;2451;9077;148;404;0;0;0;0;0;9077;9077;0;0
BA;QUEIMADAS;Presidente;2;1;0,0152;0,9848;0;1;0,7553;0,2447;0,9511;1;1;0;0;0;0,0363;1;0;0,0126;0;20958;65;1;66;15830;5128;15056;199;575;0;0;0;0;0;15056;15056;0;0
BA;QUIJINGUE;Presidente;2;1;0,0526;0,9474;0;1;0,7659;0,2341;0,9461;1;1;0;0;0;0,0411;1;0;0,0128;0;22083;72;4;76;16914;5169;16002;217;695;0;0;0;0;0;16002;16002;0;0
BA;QUIXABEIRA;Presidente;2;1;0,0323;0,9677;0;1;0,7716;0,2284;0,9429;1;1;0;0;0;0,0406;1;0;0,0166;0;8917;30;1;31;6880;2037;6487;114;279;0;0;0;0;0;6487;6487;0;0
BA;RAFAEL JAMBEIRO;Presidente;2;1;0,0746;0,9254;0;1;0,7226;0,2774;0,9392;1;1;0;0;0;0,0478;1;0;0,013;0;19439;62;5;67;14047;5392;13193;183;671;0;0;0;0;0;13193;13193;0;0
BA;REMANSO;Presidente;2;1;0,0273;0,9727;0;1;0,7757;0,2243;0,9546;1;1;0;0;0;0,0341;1;0;0,0113;0;32474;107;3;110;25190;7284;24047;284;859;0;0;0;0;0;24047;24047;0;0
BA;RETIROLÂNDIA;Presidente;2;1;0,1111;0,8889;0;1;0,8087;0,1913;0,9467;1;1;0;0;0;0,0398;1;0;0,0136;0;12474;48;6;54;10088;2386;9550;137;401;0;0;0;0;0;9550;9550;0;0
BA;RIACHO DE SANTANA;Presidente;2;1;0,093;0,907;0;1;0,7837;0,2163;0,9572;1;1;0;0;0;0,0321;1;0;0,0107;0;24144;78;8;86;18922;5222;18112;202;608;0;0;0;0;0;18112;18112;0;0
BA;RIACHÃO DAS NEVES;Presidente;2;1;0,1348;0,8652;0;1;0,7412;0,2588;0,963;1;1;0;0;0;0,0312;1;0;0,0058;0;20084;77;12;89;14886;5198;14335;86;465;0;0;0;0;0;14335;14335;0;0
BA;RIACHÃO DO JACUÍPE;Presidente;2;1;0,0619;0,9381;0;1;0,8418;0,1582;0,9499;1;1;0;0;0;0,0364;1;0;0,0138;0;27429;91;6;97;23091;4338;21933;318;840;0;0;0;0;0;21933;21933;0;0
BA;RIBEIRA DO AMPARO;Presidente;2;1;0,0652;0,9348;0;1;0,7302;0,2698;0,9372;1;1;0;0;0;0,0495;1;0;0,0134;0;12598;43;3;46;9199;3399;8621;123;455;0;0;0;0;0;8621;8621;0;0
BA;RIBEIRA DO POMBAL;Presidente;2;1;0,0694;0,9306;0;1;0,8106;0,1894;0,9548;1;1;0;0;0;0,034;1;0;0,0112;0;41818;134;10;144;33897;7921;32364;381;1152;0;0;0;0;0;32364;32364;0;0
BA;RIBEIRÃO DO LARGO;Presidente;2;1;0;1;0;1;0,7674;0,2326;0,9485;1;1;0;0;0;0,0403;1;0;0,0113;0;8092;27;0;27;6210;1882;5890;70;250;0;0;0;0;0;5890;5890;0;0
BA;RIO DE CONTAS;Presidente;2;1;0,0816;0,9184;0;1;0,7912;0,2088;0,9481;1;1;0;0;0;0,0393;1;0;0,0126;0;12316;45;4;49;9744;2572;9238;123;383;0;0;0;0;0;9238;9238;0;0
BA;RIO DO ANTÔNIO;Presidente;2;1;0,0714;0,9286;0;1;0,7523;0,2477;0,9485;1;1;0;0;0;0,0392;1;0;0,0124;0;11505;39;3;42;8655;2850;8209;107;339;0;0;0;0;0;8209;8209;0;0
BA;RIO DO PIRES;Presidente;2;1;0,0556;0,9444;0;1;0,6626;0,3374;0,9542;1;1;0;0;0;0,0351;1;0;0,0106;0;9927;34;2;36;6578;3349;6277;70;231;0;0;0;0;0;6277;6277;0;0
BA;RIO REAL;Presidente;2;1;0;1;0;1;0,7503;0,2497;0,9395;1;1;0;0;0;0,0436;1;0;0,0169;0;30050;91;0;91;22546;7504;21181;382;983;0;0;0;0;0;21181;21181;0;0
BA;RODELAS;Presidente;2;1;0;1;0;1;0,8124;0,1876;0,9668;1;1;0;0;0;0,0268;1;0;0,0064;0;7344;21;0;21;5966;1378;5768;38;160;0;0;0;0;0;5768;5768;0;0
BA;RUY BARBOSA;Presidente;2;1;0,0361;0,9639;0;1;0,7305;0,2695;0,9395;1;1;0;0;0;0,0491;1;0;0,0114;0;25075;80;3;83;18317;6758;17208;209;900;0;0;0;0;0;17208;17208;0;0
BA;SALINAS DA MARGARIDA;Presidente;2;1;0;1;0;1;0,7839;0,2161;0,9468;1;1;0;0;0;0,0377;1;0;0,0156;0;14258;40;0;40;11177;3081;10582;174;421;0;0;0;0;0;10582;10582;0;0
BA;SALVADOR;Presidente;2;1;0,0193;0,9807;0;1;0,8392;0,1608;0,9247;1;1;0;0;0;0,0584;1;0;0,0169;0;1985963;5023;99;5122;1666570;319393;1541030;28140;97400;0;0;0;0;0;1541030;1541030;0;0
BA;SANTA BRÍGIDA;Presidente;2;1;0,1064;0,8936;0;1;0,724;0,276;0,9528;1;1;0;0;0;0,0392;1;0;0,008;0;12438;42;5;47;9005;3433;8580;72;353;0;0;0;0;0;8580;8580;0;0
BA;SANTA BÁRBARA;Presidente;2;1;0,0923;0,9077;0;1;0,813;0,187;0,9557;1;1;0;0;0;0,0344;1;0;0,0099;0;19552;59;6;65;15896;3656;15192;157;547;0;0;0;0;0;15192;15192;0;0
BA;SANTA CRUZ CABRÁLIA;Presidente;2;1;0,0308;0,9692;0;1;0,7444;0,2556;0,9486;1;1;0;0;0;0,0389;1;0;0,0125;0;22221;63;2;65;16542;5679;15692;207;643;0;0;0;0;0;15692;15692;0;0
BA;SANTA CRUZ DA VITÓRIA;Presidente;2;1;0;1;0;1;0,6659;0,3341;0,9306;1;1;0;0;0;0,0575;1;0;0,0119;0;5040;16;0;16;3356;1684;3123;40;193;0;0;0;0;0;3123;3123;0;0
BA;SANTA INÊS;Presidente;2;1;0,0909;0,9091;0;1;0,7145;0,2855;0,9504;1;1;0;0;0;0,0372;1;0;0,0124;0;8579;30;3;33;6130;2449;5826;76;228;0;0;0;0;0;5826;5826;0;0
BA;SANTA LUZIA;Presidente;2;1;0;1;0;1;0,6346;0,3654;0,937;1;1;0;0;0;0,053;1;0;0,01;0;9930;28;0;28;6302;3628;5905;63;334;0;0;0;0;0;5905;5905;0;0
BA;SANTA MARIA DA VITÓRIA;Presidente;2;1;0,1111;0,8889;0;1;0,7624;0,2376;0,9498;1;1;0;0;0;0,0393;1;0;0,0109;0;31807;112;14;126;24250;7557;23033;265;952;0;0;0;0;0;23033;23033;0;0
BA;SANTA RITA DE CÁSSIA;Presidente;2;1;0,134;0,866;0;1;0,7338;0,2662;0,9588;1;1;0;0;0;0,0298;1;0;0,0114;0;23400;84;13;97;17170;6230;16463;196;511;0;0;0;0;0;16463;16463;0;0
BA;SANTA TEREZINHA;Presidente;2;1;0,0571;0,9429;0;1;0,7436;0,2564;0,9351;1;1;0;0;0;0,05;1;0;0,015;0;9340;33;2;35;6945;2395;6494;104;347;0;0;0;0;0;6494;6494;0;0
BA;SANTALUZ;Presidente;2;1;0,02;0,98;0;1;0,7908;0,2092;0,9388;1;1;0;0;0;0,0482;1;0;0,013;0;32099;98;2;100;25384;6715;23831;329;1224;0;0;0;0;0;23831;23831;0;0
BA;SANTANA;Presidente;2;1;0,0685;0,9315;0;1;0,7747;0,2253;0,9561;1;1;0;0;0;0,0347;1;0;0,0092;0;21491;68;5;73;16649;4842;15918;153;578;0;0;0;0;0;15918;15918;0;0
BA;SANTANÓPOLIS;Presidente;2;1;0,1111;0,8889;0;1;0,7683;0,2317;0,9419;1;1;0;0;0;0,0441;1;0;0,014;0;9301;32;4;36;7146;2155;6731;100;315;0;0;0;0;0;6731;6731;0;0
BA;SANTO AMARO;Presidente;2;1;0,0904;0,9096;0;1;0,783;0,217;0,9396;1;1;0;0;0;0,0434;1;0;0,017;0;49791;151;15;166;38988;10803;36634;663;1691;0;0;0;0;0;36634;36634;0;0
BA;SANTO ANTÔNIO DE JESUS;Presidente;2;1;0,0519;0,9481;0;1;0,8377;0,1623;0,9404;1;1;0;0;0;0,046;1;0;0,0136;0;74586;219;12;231;62477;12109;58755;848;2874;0;0;0;0;0;58755;58755;0;0
BA;SANTO ESTEVÃO;Presidente;2;1;0,025;0,975;0;1;0,8255;0,1745;0,9463;1;1;0;0;0;0,0424;1;0;0,0114;0;37881;117;3;120;31272;6609;29592;355;1325;0;0;0;0;0;29592;29592;0;0
BA;SAPEAÇU;Presidente;2;1;0,2;0,8;0;1;0,8338;0,1662;0,9431;1;1;0;0;0;0,0418;1;0;0,0151;0;15401;48;12;60;12841;2560;12110;194;537;0;0;0;0;0;12110;12110;0;0
BA;SAUBARA;Presidente;2;1;0;1;0;1;0,7729;0,2271;0,9426;1;1;0;0;0;0,0421;1;0;0,0153;0;12761;37;0;37;9863;2898;9297;151;415;0;0;0;0;0;9297;9297;0;0
BA;SAÚDE;Presidente;2;1;0;1;0;1;0,74;0,26;0,945;1;1;0;0;0;0,0433;1;0;0,0116;0;9291;34;0;34;6875;2416;6497;80;298;0;0;0;0;0;6497;6497;0;0
BA;SEABRA;Presidente;2;1;0,0496;0,9504;0;1;0,8544;0,1456;0,9593;1;1;0;0;0;0,0314;1;0;0,0093;0;33306;115;6;121;28455;4851;27296;266;893;0;0;0;0;0;27296;27296;0;0
BA;SEBASTIÃO LARANJEIRAS;Presidente;2;1;0,08;0,92;0;1;0,7922;0,2078;0,9521;1;1;0;0;0;0,0337;1;0;0,0142;0;7198;23;2;25;5702;1496;5429;81;192;0;0;0;0;0;5429;5429;0;0
BA;SENHOR DO BONFIM;Presidente;2;1;0,125;0,875;0;1;0,8158;0,1842;0,9411;1;1;0;0;0;0,0431;1;0;0,0159;0;51926;168;24;192;42359;9567;39862;672;1825;0;0;0;0;0;39862;39862;0;0
BA;SENTO SÉ;Presidente;2;1;0,0877;0,9123;0;1;0,7337;0,2663;0,9613;1;1;0;0;0;0,0281;1;0;0,0106;0;30841;104;10;114;22627;8214;21752;240;635;0;0;0;0;0;21752;21752;0;0
BA;SERRA DO RAMALHO;Presidente;2;1;0,0816;0,9184;0;1;0,7372;0,2628;0,9536;1;1;0;0;0;0,0358;1;0;0,0106;0;26594;90;8;98;19605;6989;18696;208;701;0;0;0;0;0;18696;18696;0;0
BA;SERRA DOURADA;Presidente;2;1;0,1186;0,8814;0;1;0,7482;0,2518;0,9572;1;1;0;0;0;0,0315;1;0;0,0114;0;15291;52;7;59;11440;3851;10950;130;360;0;0;0;0;0;10950;10950;0;0
BA;SERRA PRETA;Presidente;2;1;0,1429;0,8571;0;1;0,7543;0,2457;0,9521;1;1;0;0;0;0,0363;1;0;0,0116;0;17663;60;10;70;13323;4340;12685;154;484;0;0;0;0;0;12685;12685;0;0
BA;SERRINHA;Presidente;2;1;0,0925;0,9075;0;1;0,8338;0,1662;0,9391;1;1;0;0;0;0,0496;1;0;0,0113;0;61590;206;21;227;51353;10237;48224;580;2549;0;0;0;0;0;48224;48224;0;0
BA;SERROLÂNDIA;Presidente;2;1;0,0526;0,9474;0;1;0,8039;0,1961;0,9323;1;1;0;0;0;0,0532;1;0;0,0145;0;10312;36;2;38;8290;2022;7729;120;441;0;0;0;0;0;7729;7729;0;0
